dataset,n_samples,n_features,n_trees,max_depth,test_size,avg_nnodes,avg_nleaves,avg_depth,accuracy_hard,precision_hard,recall_hard,f1_hard,accuracy_soft,precision_soft,recall_soft,f1_soft
glass,162,9,20,3,0.2,12.0,6.5,3.0,0.8484848484848485,0.8,0.9411764705882353,0.8648648648648648,0.8787878787878788,0.8095238095238095,1.0,0.8947368421052632
glass,162,9,20,3,0.2,11.0,6.0,3.0,0.7575757575757576,0.6666666666666666,0.8571428571428571,0.75,0.7272727272727273,0.631578947368421,0.8571428571428571,0.7272727272727273
glass,162,9,20,3,0.2,10.8,5.9,3.0,0.8181818181818182,0.7647058823529411,0.8666666666666667,0.8125,0.8484848484848485,0.8125,0.8666666666666667,0.8387096774193549
glass,162,9,20,3,0.2,10.9,5.95,3.0,0.7878787878787878,0.6842105263157895,0.9285714285714286,0.7878787878787878,0.8181818181818182,0.7222222222222222,0.9285714285714286,0.8125000000000001
glass,162,9,20,3,0.2,11.4,6.2,3.0,0.9393939393939394,0.9130434782608695,1.0,0.9545454545454545,0.9090909090909091,0.9090909090909091,0.9523809523809523,0.9302325581395349
glass,162,9,20,3,0.2,11.7,6.35,3.0,0.696969696969697,0.65,0.8125,0.7222222222222223,0.6666666666666666,0.6190476190476191,0.8125,0.7027027027027026
glass,162,9,20,3,0.2,12.1,6.55,3.0,0.7878787878787878,0.7142857142857143,0.9375,0.8108108108108109,0.8181818181818182,0.75,0.9375,0.8333333333333334
glass,162,9,20,3,0.2,11.3,6.15,3.0,0.8181818181818182,0.7894736842105263,0.8823529411764706,0.8333333333333333,0.8181818181818182,0.7894736842105263,0.8823529411764706,0.8333333333333333
glass,162,9,20,3,0.2,11.7,6.35,3.0,0.7878787878787878,0.7083333333333334,1.0,0.8292682926829268,0.7272727272727273,0.6666666666666666,0.9411764705882353,0.7804878048780487
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.7836487907465826,0.757260101010101,0.977986139421117,0.8535847713929905,0.7791798107255521,0.7516380655226209,0.9820627802690582,0.8515376458112407
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.823080967402734,0.8110209601081813,0.9546358933545563,0.8769877536099434,0.795478443743428,0.7706708268330733,0.9828889773179467,0.8639384400139909
magic,19019,10,20,3,0.2,14.9,7.95,3.0,0.8080967402733964,0.7910349373764007,0.9615384615384616,0.8679927667269439,0.8065194532071503,0.7822322001282873,0.9771634615384616,0.8688991806198788
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.812565720294427,0.8012777404169469,0.9512974051896208,0.8698667640080306,0.8078338590956887,0.7902486910994765,0.9640718562874252,0.8685488221542889
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.8028391167192429,0.7919574609504819,0.950538492221779,0.8640319071791153,0.8194006309148265,0.8033333333333333,0.9613083366573594,0.8752496822226258
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.8167718191377498,0.8051420838971584,0.9516193522590963,0.8722741433021807,0.8186119873817035,0.8074702886247878,0.9508196721311475,0.8733015056922512
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.741062039957939,0.717222884386174,0.9852640196479738,0.8301431281255388,0.7421135646687698,0.7184698147041243,0.984036021285305,0.8305406806011402
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.8272870662460567,0.8258226037195995,0.9314239612747075,0.8754502369668247,0.7967928496319664,0.7665625,0.9895118999596612,0.8638844867054059
magic,19019,10,20,3,0.2,14.9,7.95,3.0,0.788117770767613,0.776510067114094,0.9429502852485737,0.8516746411483254,0.7925867507886435,0.775206611570248,0.9555827220863896,0.8559956196386201
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.8078338590956887,0.7935748462064252,0.9481420988158432,0.8640000000000001,0.8073080967402734,0.7900608519269777,0.9542670477746019,0.8644349916774552
spambase,4600,57,20,3,0.2,14.7,7.85,3.0,0.9108695652173913,0.959731543624161,0.8033707865168539,0.8746177370030581,0.9108695652173913,0.9566666666666667,0.8061797752808989,0.875
spambase,4600,57,20,3,0.2,14.4,7.7,3.0,0.8923913043478261,0.96,0.75,0.8421052631578947,0.9108695652173913,0.944078947368421,0.8153409090909091,0.875
spambase,4600,57,20,3,0.2,14.5,7.75,3.0,0.8815217391304347,0.9508771929824561,0.7404371584699454,0.8325652841781874,0.8967391304347826,0.9442622950819672,0.7868852459016393,0.8584202682563338
spambase,4600,57,20,3,0.2,14.8,7.9,3.0,0.8804347826086957,0.9273356401384083,0.7507002801120448,0.8297213622291021,0.8945652173913043,0.9248366013071896,0.7927170868347339,0.8536953242835595
spambase,4600,57,20,3,0.2,14.8,7.9,3.0,0.9119565217391304,0.9666666666666667,0.8033240997229917,0.8774583963691377,0.9130434782608695,0.9576547231270358,0.814404432132964,0.8802395209580839
spambase,4600,57,20,3,0.2,14.5,7.75,3.0,0.8923913043478261,0.9608540925266904,0.7541899441340782,0.8450704225352114,0.9119565217391304,0.9632107023411371,0.8044692737430168,0.8767123287671234
spambase,4600,57,20,3,0.2,14.5,7.75,3.0,0.8913043478260869,0.9285714285714286,0.7857142857142857,0.851190476190476,0.8967391304347826,0.9381107491856677,0.7912087912087912,0.8584202682563339
spambase,4600,57,20,3,0.2,14.7,7.85,3.0,0.9152173913043479,0.9652996845425867,0.8203753351206434,0.8869565217391304,0.9173913043478261,0.9597523219814241,0.8310991957104558,0.8908045977011494
spambase,4600,57,20,3,0.2,14.4,7.7,3.0,0.9163043478260869,0.9639344262295082,0.8166666666666667,0.8842105263157896,0.9217391304347826,0.9615384615384616,0.8333333333333334,0.8928571428571429
spambase,4600,57,20,3,0.2,14.7,7.85,3.0,0.8891304347826087,0.9603960396039604,0.7637795275590551,0.8508771929824561,0.8945652173913043,0.9493670886075949,0.7874015748031497,0.8608321377331419
